4404288,120,36650.95
1797660,91,19818.12
13484462,21765,619.54
5301139,409,12964.62
3685744,124,29836.88
12422172,567,21906.19
16195042,977,16576.26
3228558,109,29606.25
3875576,229,16904.03
6082165,336,18114.47
7954723,383,20778.29
8081988,509,15872.58
4547150,196,23234.78
5022768,246,20458.51
5243536,257,20433.38
4901486,215,22786.08
2804788,133,21120.56
