longitude,latitude,nearest_college_school_university_kindergarten_1,nearest_college_school_university_kindergarten_2,nearest_college_school_university_kindergarten_3,nearest_college_school_university_kindergarten_4,nearest_college_school_university_kindergarten_5,count_college_school_university_kindergarten_within_5.0km,ndvi,fapar,ndbi,aerosol,dengue,dengue symptoms,dengue fever,symptoms of dengue,dengue sintomas,final_vul_labels
121.02879652359928,14.631367294229152,1030.9000244140625,1102.8349609375,1108.6070556640625,1211.6199951171875,1223.4110107421875,99.0,0.0961620226628576,0.0,-0.0022713302003865,96.0,12,3,3,2,1,1
121.12602062450182,14.645438493895067,930.4219970703124,1069.8740234375,1079.239013671875,1100.68701171875,1243.447021484375,39.0,0.1557467553721659,0.0408046511627907,-0.0241455138167602,96.0,12,3,3,2,1,1
121.07289845139496,14.63128209209908,600.0679931640625,600.0679931640625,634.6699829101562,740.5809936523438,866.5889892578125,86.0,0.1219040887444077,0.0,-0.0153473028410948,106.63867684478367,12,3,3,2,1,1
121.09507912653244,14.647839140252414,454.9119873046875,897.4760131835938,901.905029296875,1233.177978515625,1413.031982421875,54.0,0.1072368609374408,0.0,0.0077545060322987,99.0902160101652,12,3,3,2,1,1
121.06173058199506,14.620624669519149,443.9179992675781,503.8280029296875,645.6859741210938,668.8259887695312,716.9539794921875,88.0,0.0914752022953063,0.0,0.013465706216863,96.01010101010102,12,3,3,2,1,1
121.06386654681818,14.767656042114725,612.60302734375,653.2260131835938,679.9990234375,1611.8809814453125,1672.823974609375,19.0,0.1589133136910385,0.036,-0.0132309389914243,116.21410579345088,12,3,3,2,1,1
121.008365911395,14.637878600590613,862.0159912109375,962.8759765625,1145.010986328125,1243.720947265625,1303.051025390625,79.0,0.0700998003599639,0.0,0.0139460928293544,88.84438775510205,12,3,3,2,1,1
120.9977482264899,14.604577700273246,149.4810028076172,283.6990051269531,585.2760009765625,649.572998046875,687.5980224609375,52.0,0.0534534578789954,0.0,0.0147131564530762,93.30038022813687,12,3,3,2,1,1
120.9984175181956,14.62044921981122,53.39699935913086,644.155029296875,693.4409790039062,763.0440063476562,809.3759765625,61.0,0.0651762642657831,0.0,0.0280857646794084,95.96192893401016,12,3,3,2,1,1
121.01601754442387,14.631319953092325,278.0429992675781,364.9169921875,494.3349914550781,748.447998046875,961.4910278320312,100.0,0.0857098925118704,0.0,0.0074405537815696,89.90862944162436,12,3,3,2,1,1
121.01093857731342,14.685695694267212,176.45899963378906,940.0159912109376,1254.8050537109375,1324.6839599609375,1573.592041015625,55.0,0.0816519551219171,0.0,-0.0016197388695972,132.1967213114754,12,3,3,2,1,1
121.0123851086203,14.603986707052094,494.1860046386719,667.0349731445312,669.2880249023438,856.7949829101562,983.780029296875,60.0,0.0626212412528625,0.0,0.011529252171677,86.26923076923077,12,3,3,2,1,1
121.06843988020738,14.652663924734972,800.6710205078125,826.8359985351562,948.5889892578124,1188.0260009765625,1251.8199462890625,79.0,0.160961642377405,0.0,-0.0368595417694231,99.73130544993664,12,3,3,2,1,1
121.00339718149012,14.605850224090808,399.1440124511719,775.2169799804688,940.7579956054688,1079.8929443359375,1080.3179931640625,58.0,0.0513491559657138,0.0,0.0179646060484645,87.49936467598475,12,3,3,2,1,1
121.11869583350308,14.660695004862005,520.6290283203125,653.0469970703125,669.593017578125,770.47802734375,1331.6490478515625,36.0,0.1426500962713948,0.0,-0.0077008881183024,102.98113207547168,12,3,3,2,1,1
121.07179910312574,14.622117657282828,62.95199966430664,544.9719848632812,921.0659790039062,1009.2150268554688,1049.52099609375,80.0,0.1093988684228029,0.0,-0.0052122755135144,95.92414664981035,12,3,3,2,1,1
121.07471761133024,14.633580213200924,623.7030029296875,623.7030029296875,629.60302734375,629.60302734375,828.2550048828125,85.0,0.1317310936121051,0.0,-0.0215591269807841,114.7643312101911,12,3,3,2,1,1
121.02812311939904,14.621582894538316,106.16799926757812,553.3709716796875,828.3920288085938,1497.2349853515625,1533.4730224609375,111.0,0.1127187227378586,0.0,-0.0077133160510935,96.0,12,3,3,2,1,1
121.08026400220852,14.676343453420278,226.2400054931641,261.4140014648437,261.4140014648437,418.7120056152344,422.16900634765625,51.0,0.1384251638914316,0.0,-0.0187005935206384,133.93939393939394,12,3,3,2,1,1
121.05881468351778,14.666038291511626,347.52099609375,503.72900390625,546.1510009765625,1790.282958984375,1963.2950439453125,57.0,0.1341435896378812,0.0,-0.0235547873508731,101.88131313131316,12,3,3,2,1,1
121.0467450041547,14.7495124851253,629.1510009765625,783.3590087890625,956.4810180664062,1013.9390258789062,1554.4439697265625,37.0,0.1320290145440848,0.0,-0.0107988955273759,108.32111251580277,12,3,3,2,1,1
121.08423577670452,14.604916994245082,0.0,706.593994140625,807.8800048828125,1087.5999755859375,1553.2340087890625,51.0,0.0932330410361532,0.0,-0.004412903126864,106.960809102402,12,3,3,2,1,1
121.00408451845226,14.613284735389657,227.16099548339844,681.4669799804688,792.3250122070312,1160.8489990234375,1230.4520263671875,71.0,0.0622269408199049,0.0,0.0271115772911156,92.8939393939394,12,3,3,2,1,1
121.03021579154684,14.661759905132335,245.9080047607422,374.6449890136719,658.9849853515625,993.0020141601562,1047.5050048828125,87.0,0.1114133600804414,0.0,0.0007090061626411,96.0,12,3,3,2,1,1
121.04471091543074,14.750154927123956,172.25799560546875,760.885009765625,1261.14404296875,1318.60205078125,1513.9429931640625,38.0,0.1351542892163692,0.0,-0.0104564579989765,108.47268106734433,12,3,3,2,1,1
121.01608899112924,14.653158806261112,758.5280151367188,769.3350219726562,964.27001953125,976.3419799804688,1177.029052734375,81.0,0.0753703230642512,0.0,0.0190955317477186,92.33710691823896,12,3,3,2,1,1
121.11159888156344,14.66216847415746,578.7940063476562,727.7579956054688,995.0800170898438,1255.676025390625,1373.1070556640625,39.0,0.0798251735689632,0.0,-0.0267688082696914,210.04603580562664,8,3,2,1,0,1
121.0499885978804,14.627311330247776,218.98399353027344,551.7119750976562,601.2659912109375,787.3920288085938,814.239013671875,102.0,0.0887727248513674,0.0,0.0029751179147544,180.01761006289308,8,3,2,1,0,1
121.05599946226351,14.715157521686011,764.9359741210938,864.0040283203125,1020.5159912109376,1149.3699951171875,1443.552001953125,51.0,0.0203960346036233,0.04,-0.1044389597307887,213.82188295165395,8,3,2,1,0,1
121.04924144554496,14.70826061348122,746.56298828125,827.1329956054688,1167.258056640625,1284.4429931640625,1553.3929443359375,50.0,0.013956012757502,0.0,-0.1048750526857147,210.4316730523627,8,3,2,1,0,1
121.03363788586132,14.593164704234251,376.6960144042969,511.66400146484375,765.9249877929688,851.4219970703125,1224.781982421875,49.0,0.0013709643393712,0.0,-0.1609472607729054,222.30088495575225,8,3,2,1,0,1
121.00098316962418,14.604332540912829,640.14599609375,668.4810180664062,691.85400390625,796.6170043945312,882.927001953125,56.0,0.0170718233878468,0.0,-0.0598756342091931,222.2244640605296,8,3,2,1,0,1
121.02879652359928,14.631367294229152,1030.9000244140625,1102.8349609375,1108.6070556640625,1211.6199951171875,1223.4110107421875,99.0,0.0712243504406088,0.0,-0.0176931322994642,176.7515923566879,8,3,2,1,0,1
121.12602062450182,14.645438493895067,930.4219970703124,1069.8740234375,1079.239013671875,1100.68701171875,1243.447021484375,39.0,0.1299544626503009,0.0391348837209302,-0.0426019259208015,194.83440308087293,8,3,2,1,0,1
121.07289845139496,14.63128209209908,600.0679931640625,600.0679931640625,634.6699829101562,740.5809936523438,866.5889892578125,86.0,0.0854185977913898,0.0,-0.0196032582851493,191.6874205844981,8,3,2,1,0,1
121.09507912653244,14.647839140252414,454.9119873046875,897.4760131835938,901.905029296875,1233.177978515625,1413.031982421875,54.0,0.0863275765299997,0.0,-0.0142351735846775,186.1596958174905,8,3,2,1,0,1
121.06173058199506,14.620624669519149,443.9179992675781,503.8280029296875,645.6859741210938,668.8259887695312,716.9539794921875,88.0,0.0915272916405158,0.0,0.0003558491253235,130.41509433962264,8,3,2,1,0,1
121.06386654681818,14.767656042114725,612.60302734375,653.2260131835938,679.9990234375,1611.8809814453125,1672.823974609375,19.0,0.0236031196279272,0.034,-0.0929125760697339,180.94325346784365,8,3,2,1,0,1
121.008365911395,14.637878600590613,862.0159912109375,962.8759765625,1145.010986328125,1243.720947265625,1303.051025390625,79.0,0.0354308231167814,0.0,-0.0339445299087772,188.8900255754476,8,3,2,1,0,1
120.9977482264899,14.604577700273246,149.4810028076172,283.6990051269531,585.2760009765625,649.572998046875,687.5980224609375,52.0,0.0124548040595839,0.0,-0.0663156502979875,218.6194690265488,8,3,2,1,0,1
120.9984175181956,14.62044921981122,53.39699935913086,644.155029296875,693.4409790039062,763.0440063476562,809.3759765625,61.0,0.0159536092748126,0.0,-0.072344587615845,218.76903553299493,8,3,2,1,0,1
121.01601754442387,14.631319953092325,278.0429992675781,364.9169921875,494.3349914550781,748.447998046875,961.4910278320312,100.0,0.0592752562424891,0.0,-0.0255520824991544,164.07124681933846,8,3,2,1,0,1
121.01093857731342,14.685695694267212,176.45899963378906,940.0159912109376,1254.8050537109375,1324.6839599609375,1573.592041015625,55.0,0.0770183244632229,0.0,-0.0317066635946324,184.0,8,3,2,1,0,1
121.0123851086203,14.603986707052094,494.1860046386719,667.0349731445312,669.2880249023438,856.7949829101562,983.780029296875,60.0,0.02137682086382,0.0,-0.0456304544480439,199.4475703324808,8,3,2,1,0,1
121.06843988020738,14.652663924734972,800.6710205078125,826.8359985351562,948.5889892578124,1188.0260009765625,1251.8199462890625,79.0,0.0197378857061549,0.0,-0.0802705474635658,218.9644670050761,8,3,2,1,0,1
121.00339718149012,14.605850224090808,399.1440124511719,775.2169799804688,940.7579956054688,1079.8929443359375,1080.3179931640625,58.0,0.0215147995753341,0.0,-0.0474405074709142,224.0,8,3,2,1,0,1
121.11869583350308,14.660695004862005,520.6290283203125,653.0469970703125,669.593017578125,770.47802734375,1331.6490478515625,36.0,0.0700780303855483,0.0,-0.0473908730063009,206.12358133669608,8,3,2,1,0,1
121.07179910312574,14.622117657282828,62.95199966430664,544.9719848632812,921.0659790039062,1009.2150268554688,1049.52099609375,80.0,0.1042488168916278,0.0,-0.0182270179274314,143.49178255372945,8,3,2,1,0,1
121.07471761133024,14.633580213200924,623.7030029296875,623.7030029296875,629.60302734375,629.60302734375,828.2550048828125,85.0,0.081280658393604,0.0,-0.0248401529480505,210.3006369426752,8,3,2,1,0,1
121.02812311939904,14.621582894538316,106.16799926757812,553.3709716796875,828.3920288085938,1497.2349853515625,1533.4730224609375,111.0,0.044499982826972,0.0,-0.0412869300628127,171.98232323232327,8,3,2,1,0,1
121.08026400220852,14.676343453420278,226.2400054931641,261.4140014648437,261.4140014648437,418.7120056152344,422.16900634765625,51.0,0.0278484777491998,0.0,-0.0764823535576583,186.70707070707067,8,3,2,1,0,1
121.05881468351778,14.666038291511626,347.52099609375,503.72900390625,546.1510009765625,1790.282958984375,1963.2950439453125,57.0,0.0164449946870714,0.0,-0.0604690492828433,218.16708860759496,8,3,2,1,0,1
121.0467450041547,14.7495124851253,629.1510009765625,783.3590087890625,956.4810180664062,1013.9390258789062,1554.4439697265625,37.0,0.1164348823655104,0.0,-0.0188753432073314,135.94955863808323,8,3,2,1,0,1
121.08423577670452,14.604916994245082,0.0,706.593994140625,807.8800048828125,1087.5999755859375,1553.2340087890625,51.0,0.0720629484728691,0.0,-0.0280754037406326,153.76425855513307,8,3,2,1,0,1
121.00408451845226,14.613284735389657,227.16099548339844,681.4669799804688,792.3250122070312,1160.8489990234375,1230.4520263671875,71.0,0.0169241144126276,0.0,-0.0623463509002342,221.0909090909091,8,3,2,1,0,1
121.03021579154684,14.661759905132335,245.9080047607422,374.6449890136719,658.9849853515625,993.0020141601562,1047.5050048828125,87.0,0.0281882581426922,0.0,-0.077315345159702,202.89116517285527,8,3,2,1,0,1
121.04471091543074,14.750154927123956,172.25799560546875,760.885009765625,1261.14404296875,1318.60205078125,1513.9429931640625,38.0,0.1169133402054303,0.0,-0.0178663666062269,140.39086294416245,8,3,2,1,0,1
121.01608899112924,14.653158806261112,758.5280151367188,769.3350219726562,964.27001953125,976.3419799804688,1177.029052734375,81.0,0.0325689474883757,0.0,-0.0421761377131758,220.93702770780857,8,3,2,1,0,1
121.11159888156344,14.66216847415746,578.7940063476562,727.7579956054688,995.0800170898438,1255.676025390625,1373.1070556640625,39.0,0.0889590831282434,0.0,-0.0232881087902984,175.55102040816325,7,2,1,0,1,1
121.0499885978804,14.627311330247776,218.98399353027344,551.7119750976562,601.2659912109375,787.3920288085938,814.239013671875,102.0,0.0979528844763129,0.0,-0.0034567204189411,155.69230769230765,7,2,1,0,1,1
121.05599946226351,14.715157521686011,764.9359741210938,864.0040283203125,1020.5159912109376,1149.3699951171875,1443.552001953125,51.0,0.1266184429008243,0.026,-0.0321096550221412,129.7936305732484,7,2,1,0,1,1
