longitude,latitude,nearest_clinic_hospital_doctors_1,nearest_clinic_hospital_doctors_2,nearest_clinic_hospital_doctors_3,nearest_clinic_hospital_doctors_4,nearest_clinic_hospital_doctors_5,count_clinic_hospital_doctors_within_5.0km,nearest_toilets_water_point_1,nearest_toilets_water_point_2,nearest_toilets_water_point_3,nearest_toilets_water_point_4,nearest_toilets_water_point_5,count_toilets_water_point_within_5.0km,nearest_sanitary_dump_station_waste_disposal_waste_transfer_station_1,nearest_sanitary_dump_station_waste_disposal_waste_transfer_station_2,nearest_sanitary_dump_station_waste_disposal_waste_transfer_station_3,nearest_sanitary_dump_station_waste_disposal_waste_transfer_station_4,nearest_sanitary_dump_station_waste_disposal_waste_transfer_station_5,count_sanitary_dump_station_waste_disposal_waste_transfer_station_within_5.0km,nearest_college_school_university_kindergarten_1,nearest_college_school_university_kindergarten_2,nearest_college_school_university_kindergarten_3,nearest_college_school_university_kindergarten_4,nearest_college_school_university_kindergarten_5,count_college_school_university_kindergarten_within_5.0km,geometry,buffered_geometry,ndvi,fapar,ndbi,ndwi,ndmi,aerosol,surface_temperature,precipitation_rate,relative_humidity,date_from,date_to,date,dengue,dengue symptoms,dengue fever,symptoms of dengue,dengue sintomas,isPartial,Year,Month,datetime,nowcast_is_10_dengue_cases_or_higher
121.02109193417206,14.762062215563237,2438.452880859375,2461.4189453125,2492.968994140625,3214.363037109375,3508.5849609375,11.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,4175.02783203125,5000.0,5000.0,5000.0,5000.0,1.0,1188.052001953125,1624.592041015625,3035.2080078125,3151.676025390625,3182.991943359375,14.0,POINT (121.0210919341721 14.76206221556324),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                121.02109193417206,
                14.762062215563235
              ]
            }
          }
        }
      }
    }
  }
})",0.2641513870304944,0.0316597353497164,-0.0925844392160796,-0.1619596088055709,0.0925844392160796,140.65894465894468,37.235957972806034,1.984545451705344e-05,78.43805694580078,2019-05-01,2019-05-31,2019-05-31,7,2,1,0,1,False,2019,5,2019-05-31 01:00:00,1
121.09232833344991,14.710276314726482,2083.445068359375,2089.4609375,2096.422119140625,2390.132080078125,2506.8330078125,13.0,2506.8330078125,2506.8330078125,2989.98291015625,5000.0,5000.0,3.0,600.1380004882812,1109.4150390625,1304.2320556640625,1304.2320556640625,1304.2320556640625,6.0,845.60400390625,1104.5240478515625,1225.52294921875,1270.739990234375,1746.4739990234375,35.0,POINT (121.0923283334499 14.71027631472648),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                121.09232833344991,
                14.710276314726482
              ]
            }
          }
        }
      }
    }
  }
})",0.1161545772002956,0.0413342245989304,-0.0428841841941401,-0.0733610920960008,0.0428841841941401,157.1010101010101,33.701664626683,2.362637303576776e-07,66.27845764160156,2019-05-01,2019-05-31,2019-05-31,7,2,1,0,1,False,2019,5,2019-05-31 01:00:00,1
121.06386654681818,14.767656042114725,238.1300048828125,563.1019897460938,1740.458984375,1971.7559814453125,1985.97802734375,15.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,3479.327880859375,5000.0,5000.0,5000.0,5000.0,1.0,612.60302734375,653.2260131835938,679.9990234375,1611.8809814453125,1672.823974609375,19.0,POINT (121.0638665468182 14.76765604211472),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                121.06386654681818,
                14.767656042114723
              ]
            }
          }
        }
      }
    }
  }
})",0.1718919867365977,0.032,-0.0440706871776911,-0.1334681418711244,0.0440706871776911,180.74148802017655,36.94375615763551,1.984545451705344e-05,78.43805694580078,2019-05-01,2019-05-31,2019-05-31,7,2,1,0,1,False,2019,5,2019-05-31 01:00:00,1
121.09478281220082,14.76474561641196,1980.5030517578125,2373.2080078125,3605.39697265625,3893.81591796875,4376.11181640625,8.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,2597.716064453125,3246.02392578125,4526.14697265625,4566.77001953125,4772.5478515625,5.0,POINT (121.0947828122008 14.76474561641196),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                121.09478281220082,
                14.76474561641196
              ]
            }
          }
        }
      }
    }
  }
})",0.3369034325495642,0.0505873786407767,-0.1517488939023472,-0.1700185340678102,0.1517488939023472,109.66709021601017,32.949793689320416,1.984545451705344e-05,78.43805694580078,2019-05-01,2019-05-31,2019-05-31,7,2,1,0,1,False,2019,5,2019-05-31 01:00:00,1
121.0877088642249,14.720297010406115,1966.092041015625,2142.16796875,2853.81298828125,3535.6298828125,3541.64599609375,12.0,1966.092041015625,1966.092041015625,2742.01904296875,5000.0,5000.0,3.0,2958.240966796875,3150.055908203125,3999.180908203125,4193.998046875,4193.998046875,6.0,2115.8330078125,2278.075927734375,2312.181884765625,2642.403076171875,2725.31298828125,20.0,POINT (121.0877088642249 14.72029701040612),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                121.0877088642249,
                14.720297010406117
              ]
            }
          }
        }
      }
    }
  }
})",0.0717672542031013,0.0716108007448789,-0.1827025674334275,0.1162217647844571,0.1827025674334275,211.159748427673,30.08612667478684,3.988553999079159e-06,70.40094757080078,2019-06-01,2019-06-30,2019-06-30,17,3,2,3,1,False,2019,6,2019-06-30 01:00:00,1
121.09232833344991,14.710276314726482,2083.445068359375,2089.4609375,2096.422119140625,2390.132080078125,2506.8330078125,13.0,2506.8330078125,2506.8330078125,2989.98291015625,5000.0,5000.0,3.0,600.1380004882812,1109.4150390625,1304.2320556640625,1304.2320556640625,1304.2320556640625,6.0,845.60400390625,1104.5240478515625,1225.52294921875,1270.739990234375,1746.4739990234375,35.0,POINT (121.0923283334499 14.71027631472648),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                121.09232833344991,
                14.710276314726482
              ]
            }
          }
        }
      }
    }
  }
})",0.0499215659794075,0.0645561497326203,-0.1855527915318769,0.1422781458111098,0.1855527915318769,218.3434343434344,34.36924112607096,3.988553999079159e-06,70.40094757080078,2019-06-01,2019-06-30,2019-06-30,17,3,2,3,1,False,2019,6,2019-06-30 01:00:00,1
121.12602062450182,14.645438493895067,882.2160034179688,2316.031005859375,2365.5859375,2400.73388671875,2480.1298828125,40.0,2864.98193359375,3387.5869140625,3863.12109375,4134.05908203125,4174.4609375,10.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,930.4219970703125,1069.8740234375,1079.239013671875,1100.68701171875,1243.447021484375,39.0,POINT (121.1260206245018 14.64543849389507),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                121.12602062450182,
                14.645438493895067
              ]
            }
          }
        }
      }
    }
  }
})",0.1862593264226202,0.0404465116279069,-0.1016417908789816,-0.0902142534922704,0.1016417908789816,224.0,37.08120838471018,3.988553999079159e-06,70.40094757080078,2019-06-01,2019-06-30,2019-06-30,17,3,2,3,1,False,2019,6,2019-06-30 01:00:00,1
121.09991064167362,14.699273749228002,722.7329711914062,1453.0369873046875,1464.614990234375,2257.618896484375,2812.013916015625,12.0,3810.639892578125,4167.8251953125,4167.8251953125,4346.35009765625,4377.9609375,5.0,1672.6070556640625,1929.95703125,2543.489013671875,2543.489013671875,2543.489013671875,6.0,835.822998046875,1002.8200073242188,1135.2979736328125,1654.887939453125,1786.842041015625,35.0,POINT (121.0999106416736 14.699273749228),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                121.09991064167362,
                14.699273749228002
              ]
            }
          }
        }
      }
    }
  }
})",0.1161033661944516,0.0520919540229885,-0.1300401592195119,0.0124654643377324,0.1300401592195119,209.18066157760816,36.47623921085079,3.988553999079159e-06,70.40094757080078,2019-06-01,2019-06-30,2019-06-30,17,3,2,3,1,False,2019,6,2019-06-30 01:00:00,1
121.1291188360064,14.756680907546496,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,1351.7889404296875,2879.98095703125,3282.242919921875,5000.0,5000.0,3.0,POINT (121.1291188360064 14.7566809075465),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                121.1291188360064,
                14.756680907546496
              ]
            }
          }
        }
      }
    }
  }
})",0.2452488682096043,0.0508394495412844,-0.161379845264398,-0.0857413044738703,0.161379845264398,197.6796973518285,31.994522058823577,9.972232666822332e-07,81.37973132787965,2019-06-01,2019-06-30,2019-06-30,17,3,2,3,1,False,2019,6,2019-06-30 01:00:00,1
121.11159888156344,14.66216847415746,1534.3890380859375,1621.8609619140625,1710.2879638671875,1710.2879638671875,1746.3310546875,36.0,1701.10400390625,3292.5029296875,3324.114013671875,3557.06494140625,3704.551025390625,11.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,578.7940063476562,727.7579956054688,995.0800170898438,1255.676025390625,1373.1070556640625,39.0,POINT (121.1115988815635 14.66216847415746),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                121.11159888156345,
                14.66216847415746
              ]
            }
          }
        }
      }
    }
  }
})",-0.0142805731337012,0.0,-0.4913914861836306,0.5087014445572224,0.4913914861836306,214.30179028132991,38.80598513011154,2.0428571588126943e-05,78.00911712646484,2019-07-01,2019-07-31,2019-07-31,43,11,5,4,2,False,2019,7,2019-07-31 01:00:00,1
121.05599946226351,14.715157521686011,1515.2540283203125,1627.428955078125,2306.861083984375,2597.614013671875,2617.60400390625,29.0,2706.799072265625,3832.242919921875,4100.14013671875,4100.14013671875,4517.35791015625,6.0,2720.376953125,3758.306884765625,4008.10302734375,4874.18408203125,5000.0,4.0,764.9359741210938,864.0040283203125,1020.5159912109375,1149.3699951171875,1443.552001953125,51.0,POINT (121.0559994622635 14.71515752168601),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                121.05599946226353,
                14.715157521686011
              ]
            }
          }
        }
      }
    }
  }
})",-0.0128411472341531,0.021,-0.4803580456928168,0.497087311201979,0.4803580456928168,214.48979591836735,36.19593366093375,2.0428571588126943e-05,78.00911712646484,2019-07-01,2019-07-31,2019-07-31,43,11,5,4,2,False,2019,7,2019-07-31 01:00:00,1
121.04924144554496,14.70826061348122,638.4739990234375,1598.6729736328125,2319.287109375,2371.342041015625,2384.929931640625,24.0,2800.072021484375,3104.931884765625,3463.964111328125,4261.578125,4460.5322265625,6.0,4421.373046875,4967.45703125,5000.0,5000.0,5000.0,2.0,746.56298828125,827.1329956054688,1167.258056640625,1284.4429931640625,1553.3929443359375,50.0,POINT (121.049241445545 14.70826061348122),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                121.04924144554495,
                14.70826061348122
              ]
            }
          }
        }
      }
    }
  }
})",-0.0131570161778132,0.0,-0.4817193469979327,0.4985921530744705,0.4817193469979327,215.02688860435336,37.98081885856078,2.0428571588126943e-05,78.00911712646484,2019-07-01,2019-07-31,2019-07-31,43,11,5,4,2,False,2019,7,2019-07-31 01:00:00,1
121.0877088642249,14.720297010406115,1966.092041015625,2142.16796875,2853.81298828125,3535.6298828125,3541.64599609375,12.0,1966.092041015625,1966.092041015625,2742.01904296875,5000.0,5000.0,3.0,2958.240966796875,3150.055908203125,3999.180908203125,4193.998046875,4193.998046875,6.0,2115.8330078125,2278.075927734375,2312.181884765625,2642.403076171875,2725.31298828125,20.0,POINT (121.0877088642249 14.72029701040612),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                121.0877088642249,
                14.720297010406117
              ]
            }
          }
        }
      }
    }
  }
})",-0.0134081978302221,0.0335642458100558,-0.4786518137146917,0.4957700161076691,0.4786518137146917,221.70277078085644,29.73683313032888,2.0428571588126943e-05,78.00911712646484,2019-07-01,2019-07-31,2019-07-31,43,11,5,4,2,False,2019,7,2019-07-31 01:00:00,1
